medium,name,prints_available,artist_followers,num_views,material,subject,artist_name,date,num_favs,size,artist_country,price,artist_NoOfArts
Oil,Rose and Lilly,,62,417,Canvas,Floral,Fiona Scheibl,2015-01-01.000,21,19.7  H x  19.7  W x  2  in,United Kingdom,$1120.00,(19)
Watercolor,WOW,Prints,317,331,Paper,Children,Gregory Radionov,2015-12-31.000,10,30  H x  20  W x  0.1  in,United States,$1079.00,(677)
Oil,Lifefully 1,,66,74,Canvas,Abstract,Vanja Subotic,2017-01-01.000,11,70.9  H x  59.1  W x  0.8  in,Serbia,$2490.00,(48)
"Watercolor, Ink",For Ever Gainsbourg,,8,181,Paper,Portrait,caroline PETER,2013-01-01.000,4,18.9  H x  15  W x  0  in,,$495.00,(32)
"Acrylic, Charcoal",Silent Structure I,,30,359,Paper,Architecture,Vaida Varnagiene,2015-01-01.000,16,19.7  H x  19.7  W x  0  in,Ireland,$710.00,(26)
Oil,This time No title,Prints,1,94,Canvas,Abstract,Jacek Sikora,2016-01-01.000,5,39.4  H x  31.5  W x  0.6  in,Poland,$1490.00,(66)
Acrylic,Breaking glass in your room again,,264,751,"Paper, Wood",Abstract,Carlson Hatton,2015-01-02.000,29,48  H x  36  W x  2  in,United States,$5210.00,(45)
Acrylic,Multiverse #44,,23,46,Paper,Abstract,Bonnie Chan,2016-01-01.000,7,4  H x  4  W x  0.1  in,Hong Kong,$260.00,(81)
Oil,Factory,,28,514,Canvas,Abstract,Sam Bornstein,2011-05-03.000,15,24  H x  24  W x  2  in,United States,$1790.00,(20)
"Oil, Paint","""Shadows""",Prints,795,1340,"Canvas, Wood",Portrait,Mara Light,2016-01-01.000,65,24  H x  24  W x  1  in,United States,$3450.00,(54)
Oil,"""Red Head""",Prints,61,389,Canvas,Women,Igor Kozlovsky,2015-01-01.000,22,64  H x  48  W x  2  in,United States,$34000.00,(27)
Watercolor,Fruits of the earth,,45,684,Paper,Still Life,Elena Oleniuc,2016-01-01.000,23,9.4  H x  12.6  W x  0  in,Romania,$220.00,(84)
Watercolor,Butterfly in Moon Light,Prints,19,498,Paper,Animal,Alex Solodov,2014-09-26.000,12,9.4  H x  12.6  W x  0  in,Portugal,$140.00,(152)
Oil,The way it goes,,615,3736,Canvas,People,Magdalena Lamri,2015-10-01.000,92,47.2  H x  59.1  W x  1.2  in,France,$6550.00,(67)
"Ink, Tempera",Study for Gaius,Prints,2,197,Paper,Outer Space,Constantinos Papamichalopoulos,2011-01-01.000,6,13.8  H x  17.7  W x  0  in,Greece,$2180.00,(17)
"Acrylic, canvas",cycle- beginners mind,,5,636,Canvas,Abstract,sule attems,2012-09-20.000,11,47.2  H x  47.2  W x  2  in,Austria,$4610.00,(3)
Oil,untitled66,,38,468,Canvas,Nature,Yurim Seong,2015-10-22.000,6,19.7  H x  19.7  W x  0.8  in,South Korea,$880.00,(55)
Oil,Cheeses,,24,1257,Wood,Food,Ben Rikken,2014-11-07.000,23,15.7  H x  21.7  W x  0.4  in,Netherlands,$3450.00,(36)
Oil,The Path VII,Prints,78,997,Canvas,Landscape,Rafal Tomasz Urbaniak,2014-08-01.000,26,27.6  H x  27.6  W x  0.8  in,Poland,$1120.00,(144)
Oil,Walls (series),,5,195,Canvas,Architecture,Marcus Appelberg,2015-11-01.000,4,15.7  H x  11.8  W x  0.8  in,Germany,$445.00,(19)
Oil,Self As Virginia Woolf,,378,128,Canvas,Women,Andreea Anghel,2016-01-01.000,15,78  H x  125  W x  2  in,Poland,$4700.00,(59)
Oil,Dam in the Evening,Prints,3,55,Wood,Landscape,Damian Osborne,2011-01-01.000,4,12.6  H x  13.4  W x  0.4  in,South Africa,$495.00,(44)
Acrylic,Morning Blue,Prints,126,1347,Canvas,Tree,Micheal Jones,2014-12-22.000,21,36  H x  36  W x  2  in,United States,$4210.00,(176)
"Spray Paint, Paint, Marker",Striding edge 1,Prints,7,249,Canvas,Landscape,Martin Evans,2016-01-01.000,7,10  H x  8  W x  1.5  in,United Kingdom,$135.00,(19)
"Acrylic, Graphite",Teal Blanket,,2,239,Paper,Nude,Bess Cutler,2016-01-01.000,9,11  H x  8.5  W x  0.1  in,United States,$185.00,(2)
Oil,Essense of Seas,Prints,18,1043,Canvas,Seascape,NELLA ALAO,2015-01-01.000,29,28  H x  36.2  W x  0.8  in,United Kingdom,$1120.00,(47)
"Oil, Enamel",Journeys in the sand,,19,436,"Canvas, Wood, Other",Landscape,zach zecha,2014-10-20.000,17,65  H x  86  W x  4  in,United States,$10350.00,(18)
Acrylic,The Ascending Happiness of your Presence,Prints,91,492,Canvas,Cities,Olivier Lamboray,2016-01-01.000,33,29.5  H x  19.7  W x  1.8  in,Belgium,$3930.00,(38)
"Oil, Acrylic",Cacti,,3,156,Canvas,Nature,A N T O N,2017-01-01.000,8,15.7  H x  11.8  W x  0.4  in,Ukraine,$170.00,(19)
Oil,"Nontitled,2015.5",,120,581,Paper,Abstract,Nobuko Umezaki,2015-05-09.000,24,15.7  H x  10.6  W x  0  in,Japan,$880.00,(33)
Oil,Elephant Close Up 3,,9,462,Canvas,Animal,Solett van der Merwe,2015-01-01.000,22,31.5  H x  31.5  W x  1.6  in,South Africa,$1290.00,(6)
"Acrylic, Gesso, Oil, Wax, Paper",Seated Figure,Prints,165,1347,Paper,Nude,Anthony Barrow,2015-03-16.000,28,20.5  H x  25.6  W x  0.4  in,United Kingdom,$1640.00,(55)
"Acrylic, Pencil, Black & White",The Road to Tragedy,,45,84,Canvas,Abstract,Fariba Karimi,2015-01-01.000,9,43.3  H x  118.1  W x  0.8  in,Italy,$4060.00,(24)
Oil,expecting a word,Prints,3,190,Canvas,Portrait,restone maambo,2015-12-23.000,11,39.4  H x  29.5  W x  1  in,South Africa,$2750.00,(5)
"Burlap, Acrylic, Compound, Fabric",Santa Fe Series 1: #3,,24,264,Canvas,Abstract,Jeffrey Konen,2015-01-01.000,14,33  H x  53  W x  1  in,United States,$3040.00,(13)
Oil,Tangerine,Prints,198,990,Canvas,Still Life,Jose Higuera,2012-09-05.000,16,19.7  H x  24  W x  0.4  in,Spain,$3050.00,(46)
Acrylic,Underpass,,45,126,Paper,Architecture,Irina Zich,2015-01-01.000,17,22.4  H x  28.5  W x  0.1  in,Germany,$495.00,(35)
Acrylic,Still LIfe with broken cup,Prints,4,345,Wood,Still Life,Alexander Khlupin,2016-01-01.000,12,41  H x  24  W x  0.3  in,United States,$2450.00,(28)
Oil,SILENCE original oil painting swimming pool water sky sea,,183,191,Canvas,Beach,Monika Luniak,2017-01-01.000,37,31.5  H x  23.6  W x  0.8  in,Germany,$998.00,(107)
"Acrylic, Marble",Rios II,Prints,23,33,Canvas,Landscape,FERNANDO ADAM,2014-01-01.000,3,21.7  H x  21.7  W x  0.8  in,Spain,$1490.00,(22)
"Acrylic, Gesso",Normal life_Sleeping women,,3,220,"Canvas, Wood",Women,heesoo kim,2015-06-20.000,7,65  H x  50.4  W x  3.1  in,South Korea,$3550.00,(2)
"Acrylic, Oil",blue figures in yellow line,,75,206,Canvas,Abstract,Xingzi Gu,2016-01-01.000,15,72  H x  60  W x  0.1  in,United States,$840.00,(90)
"Acrylic, Oil, Gesso, Graphite",Stromboli,,4,243,Canvas,Abstract,Christiane Warda Blais,2016-01-01.000,7,31.5  H x  23.6  W x  0.8  in,Italy,$1250.00,(12)
Acrylic,Formations,Prints,98,478,Canvas,Abstract,June Forster,2015-10-15.000,27,12  H x  16  W x  0.7  in,United Kingdom,$495.00,(59)
Acrylic,PERCIVAL III,Prints,8,96,Paper,Abstract,akarsh k,2016-01-01.000,9,33.1  H x  23.4  W x  0.2  in,United Kingdom,$1140.00,(9)
Oil,For a long time,Prints,6,717,Canvas,Landscape,Elena Murer,2013-01-01.000,8,39.4  H x  39.4  W x  1.6  in,Italy,$2050.00,(44)
Oil,Squama series yellow,,8,934,Canvas,Animal,Erik Tollas,2014-09-10.000,13,17.7  H x  15.7  W x  1.2  in,Hungary,$3250.00,(13)
Oil,Don't Go Changing,Prints,3,684,Canvas,Floral,Elisa Verchavska Musson,2014-08-14.000,18,9  H x  12  W x  1  in,United States,$445.00,(8)
Oil,Thinking Up Good Ideas,Prints,200,590,Canvas,Men,Fred Bell,2015-02-04.000,10,14  H x  12  W x  1  in,United States,$660.00,(132)
"Oil, Ink, canvas",Angry Night - Elephant and Castle,,1,31,Canvas,Architecture,Tom Cox,2017-01-01.000,3,27.5  H x  21.6  W x  2  in,United Kingdom,$1935.00,(18)
"Acrylic, Ink, Pencil",Couple by the window,Prints,550,268,Canvas,People,Mathieu Bernard-Martin,2017-01-01.000,25,64.6  H x  44.9  W x  0.8  in,France,$3060.00,(171)
Oil,Diana,,5,103,Canvas,Women,Karin Tart,2014-01-01.000,8,27.5  H x  19.5  W x  1  in,Germany,$830.00,(33)
Oil,Sœur aînée. Elder sister,,120,110,Canvas,Floral,LILAS BLANO,2017-01-01.000,17,39  H x  27.6  W x  0.8  in,France,$2600.00,(6)
Watercolor,"Study (rabbit, cod)",,4,421,Paper,Animal,Chrissy Baucom,2015-01-01.000,13,6  H x  4  W x  0.1  in,United States,$240.00,(17)
Acrylic,"Uzès, Place aux Herbes, Summer Light",,31,2638,Canvas,Places,Duncan Barker,2015-06-01.000,15,23.6  H x  23.6  W x  0.6  in,France,$589.00,(40)
"Acrylic, Pastel, Pencil",Crossing The Landscape,,4,153,Wood,Abstract,Milena Doncheva,2016-01-01.000,6,30  H x  30  W x  1.5  in,Canada,$3250.00,(12)
Acrylic,Sanhaços Birds,Prints,18,1810,Canvas,Nature,Rodrigo Andriàn,2015-10-01.000,14,26.8  H x  34.6  W x  0.4  in,Brazil,$4910.00,(30)
Oil,Idylle mit Hund - with dog,Prints,13,435,Canvas,Dogs,Regine Kuschke,2015-01-01.000,17,11.7  H x  16  W x  1  in,Germany,$495.00,(47)
Acrylic,Herbstleuchten II (shine autumn II),,11,185,Canvas,Nature,Hanni Smigaj,2007-01-01.000,10,31.5  H x  31.5  W x  0.8  in,Germany,$990.00,(148)
"Oil, oil pastel, graphite",excellent clown,Prints,6,137,Canvas,Body,Harin Na,2016-03-23.000,10,64  H x  51  W x  1.9  in,South Korea,$6550.00,(14)
Acrylic,Aspen trees,Prints,2,175,Canvas,Landscape,Joana Dokova,2016-01-01.000,9,30  H x  24  W x  0.5  in,United States,$365.00,(48)
Acrylic,Flower and Grapes,Prints,30,1676,Canvas,Still Life,Clement Tsang,2011-01-01.000,14,18  H x  14  W x  0.1  in,Hong Kong,$345.00,(296)
Acrylic,Oregon Coast,Prints,11,56,Canvas,Seascape,Sarkis Antikajian,2017-01-01.000,2,20  H x  20  W x  0.8  in,United States,$1140.00,(67)
Oil,"Thank God, there's land ahead",,23,524,Canvas,Nature,Victoria Albuquerque,2010-02-01.000,9,39.4  H x  39.4  W x  2  in,United Kingdom,$2750.00,(43)
Oil,Untitled (portrait),Prints,7,33,Canvas,Women,DIEGO SCOLARI,2017-01-01.000,5,9.4  H x  7.1  W x  0.8  in,Italy,$195.00,(43)
"Oil, Spray Paint",Once,Prints,34,112,Canvas,Abstract,Eoin Francis McCormack,2016-01-01.000,8,31  H x  31  W x  2  in,Ireland,$1850.00,(42)
"Acrylic, Ink",blue cypress,,60,764,Canvas,Landscape,Ode DROIT,2015-07-15.000,21,19  H x  19  W x  2  in,France,$930.00,(30)
Digital,Sledge,,13,736,Canvas,Fantasy,Katarzyna Czapska,2015-01-25.000,31,27.6  H x  39.4  W x  2  in,Poland,$750.00,(9)
Acrylic,Peacocks,Prints,5,2722,Canvas,Animal,Veronika Přikrylová,2015-02-10.000,31,19.7  H x  23.6  W x  0.8  in,Czech Republic,$1520.00,(8)
"Acrylic, Ink",Sweet Blue,,36,318,Canvas,Abstract,Bozena Kaluga,2014-06-25.000,13,39.4  H x  39.4  W x  0.8  in,,$2540.00,(35)
"Acrylic, Oil",Pine Trees,,0,31,Canvas,Landscape,winifred boss,2016-01-01.000,4,16  H x  20  W x  1  in,United States,$560.00,(38)
"Acrylic, Paper",human / don't shout,,51,1007,Canvas,Animal,Merkuria Czerwińska,2015-01-01.000,23,47.2  H x  39.4  W x  0.8  in,Poland,$1740.00,(55)
"Mixed medium,  iol on canvas",Hypnosis,Prints,2,224,"Canvas, Cardboard, Paper",Fantasy,Elena Dimitrova,2015-01-10.000,8,59.1  H x  47.2  W x  0.8  in,,$3250.00,(6)
Oil,Boy On the Verge,Prints,19,274,Canvas,Children,Christine Cousineau,2016-01-01.000,9,45  H x  30  W x  1.2  in,Canada,$2950.00,(25)
"Acrylic, Gesso, Spray Paint",magic number on the edge,Prints,178,1490,Canvas,Abstract,Martina Niederhauser-Landtwing,2015-08-01.000,35,36.2  H x  36.2  W x  1.4  in,Switzerland,$1190.00,(89)
Acrylic,Ouvir,Prints,309,143,Canvas,Women,Cristina Troufa,2015-01-01.000,5,39  H x  33.9  W x  0.8  in,Portugal,$3450.00,(69)
Acrylic,Paso No. 7,Prints,22,759,Canvas,People,Fernando Zúñiga,2015-08-20.000,11,58.5  H x  39  W x  0.4  in,Argentina,$2590.00,(28)
Acrylic,Corrosion,,2,263,"Bronze, Canvas, Other",Abstract,sarah hayes,2015-08-11.000,14,25  H x  25  W x  1.5  in,United States,$880.00,(1)
Acrylic,A Change in the Atmosphere,,68,376,Canvas,Abstract,Paulette Insall,2014-05-08.000,11,36  H x  36  W x  1.5  in,United States,$2950.00,(12)
"Acrylic, Fabric, Gesso, Oil, Tempera",Memories,Prints,2,322,Canvas,Abstract,Gualtiero Gualtieri,2012-08-01.000,7,23.2  H x  34.6  W x  1.5  in,United Kingdom,$2750.00,(21)
Oil,A Lady of Accomplishment,,13,762,Cardboard,Women,Sylwia Suma-Bolofo,2014-02-20.000,7,27.4  H x  19.3  W x  0.1  in,,$2490.00,(26)
Oil,The Dancer 3 ,Prints,14,1156,Canvas,Still Life,Zunzhe Zhu,2013-03-14.000,41,23.6  H x  19.7  W x  1.2  in,China,$2950.00,(16)
"Acrylic, Gesso, Ink, Watercolor, Paint",Ariella's Dress,Prints,0,474,Canvas,Fashion,Suzsi Corio,2016-01-01.000,10,14  H x  10  W x  0.7  in,United Kingdom,$425.00,(10)
"Oil, Acrylic",Mindscape,,69,227,Canvas,Landscape,Freek van Ginkel,1998-01-01.000,40,31.5  H x  43.3  W x  1.2  in,Netherlands,$1630.00,(126)
"Acrylic, Marker",Reflection,,141,242,Paper,Abstract,Andreea Bianca Velcsov,2016-01-01.000,5,14  H x  11  W x  0.1  in,United States,$240.00,(91)
Acrylic,A Sunday in the countryside in summer,Prints,271,205,Canvas,Landscape,Philippe Batini,2017-01-01.000,23,39.4  H x  51.2  W x  0.8  in,France,$2250.00,(95)
"Ink, Watercolor",Boats,,284,1562,Paper,Boat,Carlos Martín,2016-01-01.000,23,24  H x  18  W x  0.1  in,Spain,$510.00,(108)
Oil,12 macaroons,,90,66,Canvas,Still Life,Anne Zamo,2017-01-01.000,17,10.6  H x  16.1  W x  0.8  in,France,$560.00,(62)
"Oil, Acrylic",In between,,4,196,Canvas,People,Maja Genc,2015-01-01.000,5,74.8  H x  63  W x  1  in,Croatia,$2950.00,(12)
Oil,Water lilies,,7,311,Canvas,Floral,Olga Tyshchenko,2016-01-01.000,11,21.6  H x  17.7  W x  0.6  in,Ukraine,$260.00,(3)
"Acrylic, Fabric, Metal, Paint, Wood",The Cameo,,5,393,Other,Architecture,Teale Hatheway,2015-01-01.000,5,36  H x  48  W x  2  in,United States,$4860.00,(26)
Acrylic,Curved Blossoms,,40,563,Canvas,Botanic,Mary Bullock,2005-04-28.000,14,36  H x  48  W x  1  in,United States,$4410.00,(11)
Oil,The neighbors,Prints,210,1114,Canvas,Women,Igor Shulman,2016-03-31.000,44,39.3  H x  39.3  W x  1  in,Czech Republic,$2390.00,(155)
Oil,Some things last a long time,Prints,10,243,Canvas,Cities,Kevin Ryan,2015-01-01.000,13,28  H x  20  W x  1  in,Ireland,$530.00,(7)
"Acrylic, Japanese Painting, Pigments",Magic Hour 015,Prints,19,250,Canvas,Landscape,Chisato Yamada,2014-01-01.000,11,17.9  H x  17.9  W x  1  in,Japan,$1240.00,(34)
Acrylic,Say What?,Prints,23,863,Canvas,Animal,Mary Veazie,2015-05-04.000,18,20  H x  20  W x  1.5  in,United States,$1030.00,(17)
Oil,Forest Edge,,24,1289,Canvas,Landscape,John Davison,2009-07-01.000,18,55.1  H x  66.9  W x  1.2  in,,$3810.00,(60)
Oil,Jumping through hoops,,13,1362,Canvas,Nature,Julie Moss,2012-01-06.000,35,32  H x  38  W x  3  in,United Kingdom,$1150.00,(14)
"Acrylic, Digital, C-type",Night for Day A1 Km.499 Illuminance #01,,7,160,Canvas,Aerial,Cristina Jorge,2015-01-01.000,8,36  H x  26  W x  1  in,Spain,$1990.00,(18)
Oil,The Laddie 10 Year Old,,4,477,Canvas,Food & Drink,David Kasman,2015-05-05.000,6,16  H x  20  W x  0.1  in,United States,$3250.00,(17)
Acrylic,The Starry Night,Prints,2,190,Canvas,Nature,Pritanshee Singh,2016-01-01.000,9,16  H x  12  W x  0.5  in,India,$290.00,(5)
"Acrylic, Gesso, Ink, Watercolor, Paint","""Gentle Beauty""",,0,60,"Canvas, Other",Abstract,Theodora Frangou,2017-01-01.000,4,28  H x  24  W x  0.8  in,Cyprus,$1340.00,(3)
"Acrylic, Ink",Kiss smells of apples,,9,721,Canvas,Love,Marko Brajkovic,2013-02-13.000,19,43.3  H x  27.6  W x  0.8  in,Croatia,$13000.00,(26)
Oil,Morning Highlights,,5,443,Canvas,People,Livia Geambasu,2015-01-01.000,11,27.6  H x  19.7  W x  0.8  in,Romania,$1640.00,(12)
"Enamel, Acrylic, epoxy",Skyline 2014,,60,311,Wood,Abstract,bryan ida,2014-01-01.000,18,40  H x  30  W x  2  in,United States,$4410.00,(11)
"Acrylic, Digital, Oil",Rip,Prints,8,358,Canvas,Abstract,Francesco Bertucci,2014-12-31.000,10,19.7  H x  19.7  W x  1  in,,$1640.00,(15)
Acrylic,Before I know,Prints,277,467,Canvas,Abstract,Kotaro MACHIYAMA,2016-01-01.000,21,38.2  H x  51.3  W x  1  in,Japan,$5450.00,(46)
"Acrylic, Gesso, Color, Paint",Calming Sensation,Prints,24,288,Canvas,Landscape,Anahid Minatsaghanian,2016-01-01.000,16,10  H x  8  W x  1.3  in,United States,$294.00,(22)
Oil,The Beginning of Time,Prints,12,1840,Canvas,Popular culture,MON Z,2014-10-01.000,69,37.4  H x  31.5  W x  3.9  in,Canada,$2950.00,(10)
Oil,The Birthday Party,,1,219,Canvas,People,Robert Morris,2015-05-01.000,4,60  H x  40  W x  1  in,United Kingdom,$2000.00,(2)
"Acrylic, Oil",Accidental Meetings,Prints,486,88,Canvas,Abstract,James Tebbutt,2017-01-01.000,14,39.4  H x  31.5  W x  1.6  in,United Kingdom,$1535.00,(56)
"Acrylic, Household, Gesso, Ink, Paint",Magic Lite,,44,896,Canvas,Pop Culture/Celebrity,Alexander Key,2015-10-16.000,27,24  H x  18  W x  1.5  in,United States,$360.00,(55)
Acrylic,Colorful Dog,Prints,6,1066,Canvas,Animal,Amy Needle-Redei,2015-10-28.000,29,20  H x  24  W x  1  in,United States,$4050.00,(4)
Acrylic,Cascade,Prints,25,339,Paper,Abstract,Nathalie Gribinski,2008-04-19.000,15,24  H x  20  W x  0.1  in,France,$560.00,(495)
"Acrylic, Ink, Oil, Watercolor",Mine,,9,1502,"Canvas, Cardboard, Wood, Other",Abstract,Kbm kbm,2015-01-01.000,31,62  H x  42  W x  1.5  in,United Kingdom,$1250.00,(134)
"Watercolor, Ink, Pencil",Figs I,,75,296,Paper,Food & Drink,Sabina Sinko,2016-01-01.000,21,27.6  H x  19.7  W x  0  in,,$535.00,(71)
Household,Candy # 2,,2,230,Wood,Abstract,David Smith,2006-06-01.000,4,19.7  H x  19.7  W x  1.4  in,United Kingdom,$890.00,(6)
Acrylic,Small Matter,,382,603,Canvas,Botanic,Marsha Boston,2013-01-01.000,30,30  H x  24  W x  1.5  in,United States,$1800.00,(146)
"Watercolor, Gouache",Hydrangea and apples,,1,317,Paper,Garden,Eva Gondorova,2002-09-14.000,5,26.8  H x  18.9  W x  0.4  in,Czech Republic,$680.00,(7)
Oil,Returning in Reminiscence II (diptych),,18,550,Canvas,Landscape,Rachelle Krieger,2003-06-02.000,19,48  H x  60  W x  1.5  in,United States,$10250.00,(38)
Oil,Boats on the beach,Prints,7,459,Canvas,Boat,Vinay Babar,2013-01-01.000,6,20  H x  16  W x  1  in,India,$560.00,(49)
Oil,Vevey 4,Prints,5,215,Canvas,Landscape,Eric Baronsky,2017-01-01.000,5,12  H x  12  W x  1.5  in,France,$495.00,(37)
Oil,The Purple Mist,,0,42,Canvas,Landscape,Kay Smith,2017-01-01.000,5,20  H x  16  W x  0.8  in,United States,$550.00,(7)
"Acrylic, Gesso","""The sound of appeacement""",,22,615,Canvas,Nude,Ivanka Demchuk,2016-02-29.000,38,86.6  H x  55.1  W x  1.6  in,Ukraine,$3150.00,(4)
Acrylic,Untitled,,97,660,Paper,Beach,Anna Eckert,2015-11-18.000,28,39.4  H x  27.6  W x  0  in,Germany,$700.00,(75)
"Gouache, Acrylic, Watercolor, Ink, Pastel",Surf 4,Prints,304,23,"Canvas, Wood",Beach,Liz Barber,2017-01-01.000,2,50  H x  72  W x  2  in,United States,$6800.00,(27)
Oil,Namaste,Prints,23,2125,Canvas,Portrait,Alexandra Heyes,2008-02-04.000,67,65  H x  53.1  W x  0.8  in,New Zealand,$32000.00,(6)
Oil,Grey Tomboys,,57,1684,Canvas,Fashion,Keren Luchtenstein,2009-04-17.000,38,23.6  H x  15.7  W x  1.2  in,United Kingdom,$1740.00,(18)
Oil,short glance,Prints,3,185,Canvas,Landscape,Hye Na Kim,2011-10-01.000,5,8.7  H x  11  W x  2  in,South Korea,$640.00,(10)
"Acrylic, Oil",fliegende weibe rabe,,162,257,Canvas,Nature,Joncquil De  Vries,2009-03-18.000,5,15.7  H x  11.8  W x  0.8  in,Netherlands,$1540.00,(20)
Oil,mania-Kena,Prints,51,814,"Canvas, Wood",Popular culture,Igor Konovalov,2013-06-18.000,15,43.3  H x  55.1  W x  1.2  in,Ukraine,$2250.00,(89)
Acrylic,Bass,Prints,10,624,Canvas,Abstract,Elena Calonje,2016-01-01.000,24,23.6  H x  23.6  W x  1.4  in,Spain,$740.00,(6)
Oil,THE DEAL MAKER,,50,1437,Canvas,Portrait,Helios Lucida,2015-01-01.000,24,48  H x  48  W x  1.8  in,United States,$8500.00,(20)
Acrylic,Wild Flowers,Prints,0,360,Canvas,Landscape,banqo o,2015-01-01.000,9,16  H x  20  W x  0.5  in,United Kingdom,$4410.00,(29)
Oil,egyptian girl,Prints,4,692,Canvas,Political,joseph shalabi,2012-11-01.000,13,27.6  H x  27.6  W x  0.8  in,Ireland,$990.00,(40)
"Acrylic, Gouache",E&A Series - Green Blue,Prints,14,1143,Paper,Abstract,Leo Poloniecki,2014-05-08.000,17,25.2  H x  21.3  W x  0.8  in,Singapore,$1640.00,(20)
"Ink, Watercolor",Crucified Over the Valley,Prints,21,205,Paper,People,Miles Lewis,2016-02-26.000,9,34.8  H x  43  W x  0.1  in,United States,$1190.00,(27)
Oil,Oranges 1,,20,77,"Wood, Other",Botanic,Katarina Vicenova,2017-01-01.000,13,6  H x  6  W x  0.3  in,United States,$135.00,(14)
Oil,Vica XIII,,58,3614,Canvas,People,Szabrina Maharita,2015-03-10.000,20,29.5  H x  52  W x  0.4  in,Hungary,$1140.00,(80)
"Oil, Acrylic, Spray Paint",Invertigo,,2,68,Canvas,Women,Alex Achaval,2016-01-01.000,5,60  H x  40  W x  3  in,United States,$3410.00,(3)
"Acrylic, Spray Paint, Wood",Parrot Triptych,,22,385,Wood,Abstract,Igor Sikorski,2016-01-01.000,12,59.1  H x  40.7  W x  0.5  in,Poland,$1000.00,(5)
"Oil, Acrylic, Watercolor, Photo, Color",Yosemite Mountain-Pink Sky,,1,112,"Canvas, Paper, Plastic, Wood",Landscape,John Fu,2016-01-01.000,5,48  H x  48  W x  0.8  in,United States,$3160.00,(9)
"Acrylic, Watercolor, Pencil, Paint, Paper",From Grace,,29,53,"Canvas, Paper",Abstract,Paul Smith,2017-01-01.000,7,60  H x  60  W x  1  in,United Kingdom,$4350.00,(37)
Acrylic,Cinders To Come,,1,31,Canvas,Abstract,Dina Herrmann,2016-01-01.000,0,45  H x  54  W x  2  in,United States,$4850.00,(6)
Acrylic,SNOW,Prints,18,738,Canvas,Abstract,Maria Marachowska,2015-02-10.000,10,31.5  H x  31.5  W x  0.4  in,Germany,$2750.00,(141)
Oil,AIRES PRIMAVERALES,,46,41,Canvas,Abstract,MARIA CECILIA FERNANDEZ DE ARROSPIDE,2017-01-01.000,6,35  H x  51  W x  2  in,Peru,$5410.00,(28)
Oil,"Untitled, New, small rooms series",Prints,9,63,Canvas,People,Magdalena Głuszak,2016-01-01.000,2,23  H x  39  W x  1.2  in,Poland,$960.00,(20)
Oil,Velazquez.Goya,Prints,41,187,Canvas,Still Life,Muresan Flaviu,2016-01-01.000,15,7.1  H x  9.4  W x  0.1  in,Romania,$395.00,(31)
"Acrylic, Watercolor, Charcoal, Pencil","""Don't Let Go""",Prints,0,21,Canvas,Abstract,Lynn Edmondson,2016-01-01.000,1,30  H x  24  W x  1.5  in,United States,$1300.00,(6)
Acrylic,Girl with hen and guitar II,Prints,215,1314,Canvas,Children,Fernanda Cataldo,2014-01-01.000,19,35.4  H x  27.6  W x  1.2  in,Chile,$3810.00,(38)
Oil,Like2.0,Prints,2,22,Canvas,Popular culture,Sam Creasey,2017-01-01.000,2,23.6  H x  23.6  W x  1.6  in,United Kingdom,$620.00,(11)
Oil,Garden of Memory,,2,243,Canvas,Abstract,Erika Seywald,2011-01-01.000,4,70.9  H x  78.7  W x  1.6  in,Austria,$7150.00,(6)
Oil,"""Appalachian Loose""",Prints,20,219,Canvas,Abstract,Emanuele Cacciatore,2008-01-01.000,6,76  H x  52  W x  2  in,United States,$5410.00,(29)
"oil, paper, collage",The Armchair,,115,801,"Canvas, Paper",Home,Angela Findlay,2012-01-01.000,39,29.9  H x  29.9  W x  1.6  in,United Kingdom,$4150.00,(23)
Acrylic,Black Ocean,,12,162,Canvas,Seascape,Richard Lund,2016-01-01.000,10,24  H x  30  W x  1  in,United States,$1340.00,(6)
Oil,La Salle Des Caryatides,Prints,19,1284,Canvas,Nude,Martijn Caspar Swart,2013-06-01.000,18,40  H x  32  W x  2  in,United States,$4910.00,(8)
Watercolor,Service Couple in Tokyo,,21,383,"Bronze, Paper",People,Joe Brockerhoff,2013-09-17.000,6,11  H x  7.9  W x  0.1  in,Germany,$1340.00,(72)
"Oil, Paper, oil",Time-quake,,8,81,"Canvas, Paper",Abstract,Mónika Üveges,2016-01-01.000,4,33  H x  31  W x  1  in,Hungary,$1890.00,(25)
Watercolor,Port Of De La Rapita,Prints,1,111,Paper,Seascape,Mark Rafenstein,2016-01-01.000,5,18  H x  24  W x  0.1  in,United States,$585.00,(51)
Watercolor,Flow 1,Prints,14,1213,Paper,Landscape,Kathy Collins,2015-06-05.000,41,13.4  H x  9.8  W x  0  in,United Kingdom,$430.00,(26)
Acrylic,Spring It On,,153,65,Canvas,Floral,Lucy Moore,2017-01-01.000,7,23.6  H x  31.5  W x  1.4  in,United Kingdom,$655.00,(63)
"Oil, Gold Leaf, Silver Leaf",Golden Shore,,68,488,Canvas,Abstract,Inese Verina-Lubina,2016-01-01.000,27,27.6  H x  19.7  W x  1.2  in,,$580.00,(29)
"Acrylic, Oil",Fogged In On The High Plains,,0,348,Canvas,Animal,Andy Gifford,2015-04-07.000,16,18  H x  24  W x  0.8  in,Canada,$980.00,(4)
