medium,name,prints_available,artist_followers,num_views,material,subject,artist_name,date,num_favs,size,artist_country,price,artist_NoOfArts
Oil,Mallows and bees,,0,7,Canvas,Floral,Valentina Plakhotnyuk,2014-01-01.000,0,23.6  H x  17.7  W x  0.1  in,Ukraine,$260.00,(4)
"Acrylic, Gouache",Berimbau,,7,214,"Canvas, Other",Abstract,Amanda Raulerson,2016-06-14.000,1,24  H x  36  W x  1.5  in,United States,$790.00,(9)
"Oil, Acrylic",Rose and Vegetables,,7,46,Canvas,Still Life,Ksenija Pronina,2016-01-01.000,0,27.6  H x  19.7  W x  0.4  in,Latvia,$600.00,(12)
Spray Paint,The Waterfall,,0,20,Other,Landscape,Leanne Roney,2016-01-13.000,0,36  H x  24  W x  0.5  in,United States,$490.00,(2)
"Acrylic, Oil",The color of love,Prints,40,141,Canvas,Love,Raquel Sarangello,2015-01-01.000,0,19.7  H x  27.6  W x  0.4  in,Argentina,$6050.00,(112)
Oil,Universal Dance,,0,18,Wood,Abstract,Ed Belbruno,2013-01-01.000,0,8  H x  8  W x  1.5  in,United States,$4410.00,(1)
Oil,Som das Estrelas,,11,245,Canvas,Music,Hidden Treasure Art Magazine,2002-08-05.000,4,51.2  H x  51.2  W x  1.2  in,United Kingdom,$23000.00,(7)
Oil,buddharaja-1,,5,142,Canvas,Celebrity,Gunasiri Kolambage,2012-01-01.000,0,72  H x  36  W x  1  in,Sri Lanka,$4410.00,(39)
Oil,Prayer,,0,34,Canvas,Nature,Injung Oh,2014-08-01.000,0,40  H x  30  W x  1.5  in,,$7700.00,(2)
Oil,twin,Prints,34,307,Other,Still Life,david knight,2012-07-11.000,2,20  H x  20  W x  2  in,United Kingdom,$1990.00,(40)
Oil,Lava Tube Fantasy,,1,191,Canvas,Seascape,Joseph Ruff,2014-11-04.000,0,12  H x  48  W x  1  in,United States,$2165.00,(3)
Acrylic,Seduction,Prints,80,733,Canvas,Erotic,Dorina Costras,2014-09-05.000,5,23.6  H x  19.7  W x  0.8  in,Romania,$2290.00,(58)
Oil,The Bali Lady,,0,80,Canvas,Women,Athira Nambiar,2009-12-01.000,0,27.6  H x  15.7  W x  0.8  in,,$210.00,(1)
Oil,Unheard words,Prints,26,164,Canvas,Portrait,Ivan Vynarchyk,2011-02-10.000,0,19.7  H x  15.7  W x  0.8  in,Ukraine,$610.00,(39)
Oil,Machine 02,,7,91,Paper,Motor,Miguel Ibaceta,2015-06-03.000,0,15.7  H x  9.8  W x  0.4  in,Chile,$230.00,(16)
Acrylic,Golden Glow,Prints,19,129,Paper,Fashion,Denise Boineau,2015-02-01.000,0,22  H x  30  W x  0.3  in,United States,$560.00,(23)
"Oil, Gesso",Swear a Year,,0,2,Paper,Abstract,James Robie,2010-01-01.000,0,30  H x  20  W x  0.1  in,United States,$1200.00,(41)
Oil,Intersection II,,0,3,Canvas,Cities,Elena Roginsky,2011-01-01.000,1,24  H x  30  W x  0.7  in,Canada,$1720.00,(28)
Oil,Gray Structures #2,Prints,13,473,Canvas,Abstract,Evgen Semenyuk,2015-01-01.000,0,27.6  H x  19.7  W x  0.8  in,Ukraine,$400.00,(102)
Oil,A drop in the ocean,,40,61,Canvas,Outer Space,Bianca Van Baast,2016-01-01.000,0,59.1  H x  45.3  W x  1.2  in,Netherlands,$8750.00,(25)
"Ink, Watercolor",Nightfall 2,Prints,6,191,Paper,Abstract,Peter Menne,1995-11-29.000,0,15.7  H x  11.8  W x  0  in,Germany,$1060.00,(111)
"Acrylic, Paint, Color",no title,,0,12,Canvas,Abstract,kalogiros christos,2015-01-01.000,1,98  H x  62  W x  1  in,Greece,$1190.00,(2)
"Acrylic, Oil",Freedom's Evolution,,52,381,Canvas,Landscape,Amy Floyd,2016-01-01.000,3,44  H x  44  W x  0.5  in,United States,$1340.00,(32)
Oil,Treasure,,0,24,Canvas,Food & Drink,Natalia Mikhaylina,2016-01-01.000,0,19.7  H x  23.6  W x  0.6  in,Slovenia,$870.00,(4)
Acrylic,New York Manhattan 911 Ghosts,Prints,22,326,Paper,Cities,Artist Wabyanko,2016-01-01.000,0,15.7  H x  19.7  W x  0  in,France,$485.00,(67)
Watercolor,Chalanes (Andean cowboys),,0,301,Paper,Horse,Mauri Virtanen,2014-01-02.000,0,19.7  H x  0  W x  27.6  in,Ecuador,$690.00,(7)
"Acrylic, Texture",Saudade,,10,33,Canvas,Nature,Sally Adams,2017-01-01.000,0,30  H x  48  W x  1.5  in,United States,$1960.00,(40)
Oil,Italy,,2,22,Canvas,Architecture,Marta Mezynska,2014-01-01.000,1,39.4  H x  39.4  W x  1.2  in,Italy,$790.00,(17)
"Acrylic, Gesso",butterfly dream,,0,7,Canvas,Women,Elisaveta Angelova,2016-01-01.000,0,11.8  H x  11.8  W x  0.8  in,Bulgaria,$345.00,(7)
Watercolor,Tulips,,0,64,Paper,Floral,Ana Usova,2013-05-13.000,0,38  H x  28  W x  0.1  in,Ukraine,$290.00,(2)
"Acrylic, Ink",Carbonated Needles,Prints,9,456,Canvas,Abstract,Kat Warren,2014-01-01.000,1,24  H x  18  W x  1  in,United States,$560.00,(57)
Acrylic,Yellow chrysanthemum and quinces,,0,57,Canvas,Floral,Slobodanka Babic-Jelicic,2015-01-01.000,0,35.4  H x  21.3  W x  0.8  in,Serbia,$2190.00,(13)
Acrylic,Portrait,Prints,51,30,Cardboard,Portrait,Paul Pashkin,2016-01-01.000,0,23.6  H x  23.6  W x  0.4  in,Russia,$580.00,(44)
Oil,Rassestolz,Prints,42,235,Canvas,People,Susanne Strassmann,2014-01-01.000,0,27.6  H x  19.7  W x  0.8  in,France,$1540.00,(43)
"Acrylic, Oil, Paint",El Reposillo,,0,42,"Canvas, Wood",People,Simón Vázquez,2015-01-01.000,0,63  H x  59.1  W x  2  in,Spain,$2500.00,(4)
Oil,Heartsounds,,1,204,Canvas,Abstract,Barbara Laube,2012-01-01.000,1,36  H x  42  W x  2  in,United States,$4510.00,(25)
Oil,Dogs Playing Poker,,1,5,Canvas,Animal,Kendall Helland,2016-01-01.000,0,21.7  H x  25.6  W x  1  in,United Kingdom,$1120.00,(5)
Oil,Kisses,,3,16,Canvas,Family,Dalit Marom,2017-01-01.000,0,39.4  H x  59  W x  1.4  in,Israel,$6050.00,(9)
"Oil, Acrylic, Plaster",Julian,,0,28,Canvas,Animal,Rob Buten,2016-01-01.000,0,30  H x  30  W x  0.8  in,Canada,$715.00,(9)
Acrylic,Glücksgefühle auf der Haut,,20,43,Paper,Abstract,Esther Dam,2015-05-05.000,0,39.4  H x  27.6  W x  0.4  in,Germany,$1240.00,(22)
"Acrylic, Oil, Resin, Fabric",Childhood memories,Prints,2,389,Canvas,Children,Habib Ayat,2011-06-01.000,0,40  H x  30  W x  1.5  in,United States,$4050.00,(20)
Ink,woman,Prints,2,61,Paper,Body,Giwrgos Diakos Lomnios,2016-01-01.000,1,11  H x  7.5  W x  0  in,Greece,$185.00,(7)
"Acrylic, Spray Paint, Watercolor, Charcoal, Pastel",9,,0,40,"Canvas, Paper",Portrait,Cristina Rusu,2001-01-01.000,0,62  H x  47  W x  1  in,Romania,$5410.00,(10)
"Ink, Black & White",CROSS,,0,45,Paper,Religion,Richard Kornemann,2016-01-01.000,0,19.3  H x  26.3  W x  0.2  in,United States,$180.00,(17)
"Watercolor, Ink, Mosaic",Cosmic Connection - Indra's Net - Unity in Diversity,Prints,4,397,Paper,Abstract,Harsh Malik,2016-01-01.000,0,12  H x  18  W x  0.2  in,United States,$560.00,(27)
Acrylic,Low Dog,Prints,35,198,Canvas,Culture,Matt Enger,2015-01-23.000,4,10  H x  8  W x  1  in,United States,$185.00,(37)
"Acrylic, Oil, Household, Latex, Gesso",Don’t use the microwave even if there is no gas.,,0,2,Canvas,Home,Minaa Mohsin,2016-01-01.000,0,72  H x  46  W x  2  in,United States,$2960.00,(10)
Oil,Speed landscape no.1,Prints,3,36,Canvas,Nature,Alexandra Larion,2016-01-01.000,1,17.7  H x  19.7  W x  0.8  in,Romania,$525.00,(17)
Watercolor,Women with pendant,Prints,0,49,Paper,Portrait,Natalya Zaytseva,2016-02-17.000,0,22  H x  15  W x  0  in,United States,$445.00,(26)
Oil,Sundown Road original signed oil on canvas,,0,46,Canvas,Landscape,Meredith Morris,2015-10-16.000,0,18  H x  24  W x  0.5  in,United States,$560.00,(3)
Oil,Barn at Llanthony Abbey,Prints,13,292,Canvas,Landscape,Margot Stinton,2016-01-01.000,3,17.7  H x  21.7  W x  1.2  in,United Kingdom,$410.00,(54)
Oil,Parallel Lines,Prints,0,22,Canvas,Abstract,Simon Williams,2015-08-26.000,0,60.2  H x  48.4  W x  1.4  in,United Kingdom,$8700.00,(1)
"Acrylic, Paper, Wood",A Little Lost,,1,32,"Glass, Wood",Landscape,Stephanie Croydon,2014-12-01.000,0,9.4  H x  9.4  W x  1.2  in,United Kingdom,$171.00,(13)
Acrylic,death,Prints,0,1,Canvas,Abstract,anubhav gaur,2014-01-01.000,0,12  H x  16  W x  0.3  in,India,$190.00,(12)
Oil,Perception,Prints,10,164,Canvas,Love,Rasvanthi Reddy,2014-01-01.000,0,15.8  H x  20.1  W x  0.8  in,India,$399.00,(39)
Oil,The artist,Prints,73,251,Canvas,Body,Anton Antonov,2014-06-20.000,2,57.1  H x  45.3  W x  1.2  in,Bulgaria,$5410.00,(67)
"Acrylic, Oil",Mother and baby,Prints,7,314,Canvas,Portrait,Jovanna Theodosiou,2016-01-02.000,1,27.6  H x  39.4  W x  1.4  in,Cyprus,$970.00,(12)
Oil,City Spaces,,1,8,Canvas,Abstract,Ricker Winsor,2015-01-01.000,0,27.5  H x  23.5  W x  0.1  in,Indonesia,$1340.00,(27)
Oil,I was the wife of a highboard diver,,0,32,Canvas,Portrait,Jane McCance,2016-01-01.000,0,24  H x  24  W x  2  in,United Kingdom,$2190.00,(2)
"Acrylic, Oil",Walk with Me,Prints,22,138,Wood,Landscape,Diane Fairfield,2014-08-29.000,0,9  H x  12  W x  0.8  in,United States,$208.00,(138)
Oil,Chairs and pills,,1,55,Canvas,Interiors,Tracy DiTolla,2016-01-01.000,1,8  H x  8  W x  0.5  in,United States,$165.00,(8)
Oil,Loneliness,Prints,6,401,Canvas,Nude,Psareva Katerina,2011-01-01.000,2,27.6  H x  23.6  W x  0.1  in,Italy,$1140.00,(9)
"Acrylic, Gesso",Aurum 79,Prints,25,188,"Canvas, Other",Landscape,Aarti Bartake,2016-04-14.000,3,36  H x  24  W x  1.5  in,Singapore,$830.00,(32)
Acrylic,Sir Elton,Prints,0,142,Canvas,Pop Culture/Celebrity,Clive Duff Gordon,2013-09-22.000,0,24  H x  30  W x  2  in,United Kingdom,$4910.00,(10)
"Watercolor, Ink",Muses,,7,14,Paper,Fantasy,Simona Lyriti,2015-01-01.000,0,10  H x  13  W x  0.1  in,United States,$395.00,(18)
Oil,Directed,Prints,4,79,Canvas,Abstract,Natalya Simonova,2013-09-19.000,0,24  H x  30  W x  2  in,Canada,$1150.00,(23)
Acrylic,Untitled standing figure,,23,187,Canvas,Nude,Wendy McCauley Rifkin,2016-04-16.000,2,48  H x  36  W x  2  in,United States,$2250.00,(28)
Oil,Winter Sunset,Prints,1,32,Canvas,Landscape,Umberto Papale,2014-01-01.000,0,27.6  H x  39.4  W x  1.2  in,Italy,$790.00,(56)
"Oil, Acrylic",Ascending,,0,38,Canvas,Abstract,lou anne Sterbick-Nelson,2016-01-01.000,0,40  H x  30  W x  2.5  in,United States,$1700.00,(10)
Watercolor,White Arabian Horse,,1,213,Paper,Horse,Marina Andreeva,2004-01-01.000,1,14.2  H x  18.9  W x  0  in,Israel,$830.00,(15)
Acrylic,MOSAIC F,,4,255,"Soft (Yarn, Cotton, Fabric)",Floral,Carmen Martini,2016-01-01.000,0,14  H x  11  W x  0.1  in,United States,$240.00,(18)
Oil,The Seed TS1,,2,96,Canvas,Abstract,venus sanghvi,2014-06-18.000,0,12  H x  12  W x  1  in,,$830.00,(5)
Acrylic,Jane 2014,Prints,59,688,Canvas,Portrait,A Sabatt,2014-12-22.000,4,19.7  H x  27.6  W x  0.6  in,Spain,$1190.00,(53)
"Acrylic, Photo, Black & White",Prayers,,0,24,Wood,Kids,Jieun Beth Kim,2011-01-01.000,0,13  H x  23  W x  0.5  in,United States,$880.00,(30)
"Acrylic, Oil, Gesso",Summit Circle,,8,135,Wood,Dogs,Éliane Ducros,2015-01-01.000,2,60  H x  40  W x  1  in,Canada,$4100.00,(18)
"Textile, Paint, Fiber, Fabric, 3D Sculpting",The Lantern Of Life,,3,51,"Soft (Yarn, Cotton, Fabric)",Animal,Nicole Lupton,2016-01-01.000,0,22  H x  17.5  W x  1.2  in,United Kingdom,$460.00,(22)
Oil,Chestnut Hill Sidewalk,,0,42,Canvas,Landscape,Nicolás de Fülöp,2015-06-15.000,1,18  H x  24  W x  1  in,United States,$2750.00,(11)
Oil,You & me,Prints,5,29,Paper,Women,MYUNG SOON LEE,2016-01-01.000,0,14.6  H x  17.7  W x  0.6  in,South Korea,$1840.00,(19)
"Ink, Watercolor",1938 warsaw,Prints,0,32,Paper,People,Marta Dydek,2015-01-01.000,0,8  H x  11.4  W x  0.1  in,Poland,$830.00,(5)
Oil,River Delta,,9,10,Canvas,Landscape,Claire McElveen,2015-01-01.000,0,48  H x  36  W x  0.5  in,United States,$960.00,(69)
"Ink, Watercolor",Peony,,0,35,Paper,Garden,Chen Xu,2015-11-01.000,1,23.6  H x  23.6  W x  0.1  in,United Kingdom,$345.00,(24)
Gouache,Angkor Wat Temple,,3,82,"Ceramic, Stone, Other",Architecture,Raisa Nosova,2014-12-10.000,0,24  H x  12  W x  0.3  in,United States,$1990.00,(17)
Household,River Thames roses,,5,63,"Marble, Other, Stone",Floral,Joao De Haro,2012-01-25.000,1,12.2  H x  12.2  W x  1.6  in,,$6300.00,(52)
Oil,Fish Bowl,Prints,0,43,"Canvas, Wood",Home,Collette Curran,2015-03-11.000,0,18  H x  24  W x  1.5  in,United States,$360.00,(5)
Acrylic,Toenail,,0,8,Canvas,Women,PM Shore,2015-06-13.000,0,36  H x  24  W x  1.5  in,United States,$1640.00,(6)
Oil,Lusty with MACH 1,,0,156,Wood,Ship,Elaine R Smith,2012-01-01.000,0,48  H x  36  W x  3  in,United Kingdom,$1298.00,(4)
Oil,Gladiolus,Prints,2,43,Canvas,Floral,Kseniia Sribna,2016-01-01.000,0,15.7  H x  23.6  W x  0.6  in,Ukraine,$510.00,(19)
"Digital, Dye Transfer, New Media, Plastic",Who's That Girl,Prints,0,29,"Canvas, Other, Soft (Yarn, Cotton, Fabric), Plastic",Technology,Joseph Flynn,2016-01-01.000,0,28.3  H x  18.5  W x  2  in,Australia,$840.00,(10)
"Acrylic, Oil",Where it's too fast and you can't think,,2,79,"Canvas, Wood",Abstract,A M King,2014-06-04.000,2,60  H x  60  W x  1.5  in,,$1410.00,(2)
Digital,Cromatismi,Prints,18,453,"Aluminium, Paper",Women,Alessandra Minotti,2011-02-08.000,4,21.7  H x  17.7  W x  0.4  in,Spain,$445.00,(89)
Oil,Fragile,,1,309,Canvas,Seascape,Adele Fouche,2015-03-20.000,3,35.4  H x  47.2  W x  2  in,South Africa,$2050.00,(8)
Acrylic,Untitled Marine Vista #109,,11,36,Canvas,Landscape,Victoria Febrer,2012-05-19.000,2,12  H x  16  W x  1.5  in,United States,$420.00,(12)
Oil,Winter in Sedniv. Church of the Assumption.,,4,141,Canvas,Landscape,Galina Kirilenko-Barannikova,1997-12-01.000,2,19.7  H x  23.6  W x  0.8  in,Ukraine,$890.00,(26)
Oil,Capriccio,Prints,25,37,Canvas,Portrait,Gyorgy Kiraly,2016-01-01.000,0,13.8  H x  11.8  W x  1.2  in,Hungary,$880.00,(39)
"Spray Paint, Acrylic, Paper",Seasons of Change,,3,92,Paper,Abstract,Brett Nickell,2013-01-09.000,0,14  H x  22  W x  0.1  in,,$360.00,(9)
Oil,Fuel,,11,106,Canvas,Food & Drink,Rani Garner,2010-01-01.000,2,30  H x  30  W x  1  in,United States,$2400.00,(10)
Oil,EDEN,,260,602,Canvas,Fantasy,Maya Jimsheleishvili,2016-01-01.000,17,27.6  H x  31.5  W x  0.8  in,Georgia,$4710.00,(70)
Acrylic,news,,1,21,Canvas,Women,Ania Hardukiewicz,2013-01-01.000,1,31.5  H x  31.5  W x  0.8  in,Germany,$1590.00,(11)
"Acrylic, Paper, digital artwork",Nightly gaze #3,,0,226,"Paper, Wood",Animal,Audrey Néron,2016-04-25.000,1,8  H x  10  W x  1.5  in,Canada,$300.00,(1)
Oil,The Sahdu,Prints,0,59,Canvas,Portrait,Scott MacKenzie,2015-01-01.000,1,30  H x  24  W x  0.5  in,Canada,$770.00,(15)
"Acrylic, Chalk, Graphite, Pastel",Pool and four palm trees,,1,13,Canvas,Architecture,Rosemary Chatin,2016-01-01.000,0,38.2  H x  51.2  W x  1.2  in,France,$3210.00,(25)
Oil,Patriarch of the Serbian Orthodox Church- Patriarch Pavle,,33,68,Canvas,Portrait,Dragana Simić,2016-01-01.000,3,15.7  H x  19.7  W x  1.2  in,Serbia,$2190.00,(14)
Oil,Not the Slightest Breeze,,0,118,Canvas,Beach,Suzanne Burden,2014-07-01.000,0,24  H x  12  W x  1  in,Canada,$1640.00,(14)
"Acrylic, Oil",Fouetté,Prints,8,375,Canvas,Humor,Victor Molev,2016-05-11.000,0,28  H x  22  W x  1  in,,$3400.00,(53)
"Acrylic, Oil",Floating Squares,,5,16,Canvas,Abstract,Marsha Heller,2017-01-04.000,0,20  H x  16  W x  0.8  in,United States,$830.00,(51)
"Watercolor, Ink, Pastel, Pencil",Rest Stop,Prints,4,32,Paper,Animal,Kim Jones,2013-01-01.000,0,23.5  H x  17.5  W x  0.1  in,United States,$290.00,(59)
Oil,Ana (Absinthe Dreaming),,4,28,Canvas,Portrait,Robert Buratti,2016-01-01.000,1,15.7  H x  19.7  W x  1.2  in,Australia,$2140.00,(8)
"Spray Paint, Paint","Ami Nº 1988 - ""World war""",,0,61,Other,Education,Marcin Dembowski,2013-09-22.000,0,7  H x  9.4  W x  1.2  in,Poland,$560.00,(8)
"Oil, Fabric, Wood, Gesso",il resist,,0,10,"Canvas, Wood",Fantasy,brigida de murtas,2016-01-01.000,0,19.6  H x  15.7  W x  1.1  in,Brazil,$1640.00,(5)
"Acrylic, Oil",A girl / 少女,Prints,1,27,Wood,Kids,Shizuhiko Hogafuchi,2010-01-01.000,0,8.9  H x  6.2  W x  0.1  in,Japan,$760.00,(5)
Acrylic,Ballerina  70x100cm,,88,773,Canvas,Abstract,Eka Peradze,2015-01-01.000,0,27.6  H x  39.4  W x  0.8  in,Germany,$13100.00,(288)
Acrylic,Hand of God,,0,29,Canvas,Landscape,Miro Omes,2014-09-04.000,1,48  H x  48  W x  1.5  in,,$2210.00,(1)
Acrylic,patri,,4,79,Canvas,Portrait,anamaria cepoi,2017-01-01.000,0,39.4  H x  39.4  W x  1.4  in,Spain,$1990.00,(14)
"Acrylic, Pastel, Charcoal, Graphite",Bench Sitter,,56,265,Paper,People,Karen Darling,2015-01-01.000,3,30  H x  22  W x  0.1  in,Canada,$890.00,(31)
Oil,Winter Forest,,0,21,Canvas,Nature,blagoveshchenskii Aleksander,2008-10-03.000,1,30.3  H x  22  W x  1.2  in,Switzerland,$4410.00,(7)
"Acrylic, Enamel, Latex, Oil",A New Path ,,13,753,Canvas,Landscape,Michael H Taylor,2015-01-02.000,1,16  H x  20  W x  0.8  in,,$980.00,(70)
Oil,House under the stairs,Prints,2,19,Canvas,Cities,Gorg Artist,2017-01-01.000,0,15.8  H x  11.8  W x  0.7  in,Ukraine,$510.00,(25)
"Acrylic, Pencil",MAIL LOCO mail art,Prints,6,95,"Other, Paper",Train,LACROIX Jean-Luc,2017-01-01.000,0,6.3  H x  8.7  W x  0.4  in,France,$230.00,(86)
Acrylic,Dreamland,Prints,1,102,Canvas,Body,Jindro Vilimek,2014-11-04.000,1,36  H x  38  W x  1.5  in,,$4050.00,(4)
"Oil, Acrylic, Charcoal, Marker",Imagined Power,,7,185,Canvas,Culture,Christina Ball,2016-01-01.000,0,24  H x  18  W x  0.5  in,United States,$410.00,(43)
"Acrylic, Gouache, Watercolor",Ghost Memories,Prints,5,180,Paper,People,James Huntley,2015-10-01.000,2,22  H x  15  W x  1  in,United States,$560.00,(67)
Acrylic,Reignite,,0,16,Canvas,Abstract,Cherisse Mia,2015-01-01.000,0,20  H x  25  W x  1.5  in,Canada,$1040.00,(42)
Oil,"To Be, in Vulnerability",,0,19,Canvas,People,A Hy,2017-01-01.000,0,36  H x  24  W x  0.8  in,United States,$3910.00,(3)
Oil,Sollevando il sipario (Sold),Prints,9,141,"Canvas, Wood",Landscape,Niccolò Leto,2013-02-01.000,1,15.7  H x  23.5  W x  0.2  in,,$880.00,(24)
Oil,STAINED GLASS,,2,225,Canvas,Still Life,Petr Ldin,2010-09-17.000,1,19.7  H x  15.7  W x  1.2  in,Russia,$0.00,(52)
"Oil, Acrylic, Digital, Paint",Membership,,2,94,Paper,Floral,Carolyn Beegan,2016-01-01.000,0,12  H x  12  W x  1  in,United States,$1540.00,(8)
Oil,Still Life with Irises in the Night,,4,117,Canvas,Still Life,Nadina Pascariu,2011-01-01.000,0,25.6  H x  35.4  W x  1  in,Romania,$7700.00,(19)
Watercolor,spring,Prints,9,370,Paper,Floral,miguel angel ibarz serraclara,2015-03-10.000,2,6.7  H x  11.8  W x  0.4  in,Spain,$320.00,(71)
"Acrylic, Household",Galaxy Next- Original Acrylic Painting,,5,144,Canvas,Abstract,Neeraj Parswal,2015-01-01.000,2,12.5  H x  33  W x  0.2  in,India,$295.00,(83)
Acrylic,Sommertag  [Summer day],Prints,41,175,Canvas,Landscape,Milan Andric,2012-07-03.000,2,11.8  H x  15.7  W x  0.8  in,Serbia,$390.00,(54)
"Oil, Acrylic, Gouache",A La Puccini - From Dusk Till Dawn,Prints,621,3105,Canvas,Light,Wolfgang Schmidt,2015-01-01.000,22,28  H x  22  W x  1.2  in,Germany,$3250.00,(70)
"Paint, Printmaking, Acrylic",Ready to fire,,32,188,"Canvas, Wood",Celebrity,Martina Rall,2016-01-01.000,2,23.6  H x  23.6  W x  0.8  in,Germany,$1875.00,(56)
Acrylic,SACRIFICE,,0,81,Canvas,Popular culture,Anand Lad,2010-05-17.000,0,60  H x  48  W x  1.5  in,India,$5410.00,(11)
Acrylic,Trust,,1,17,Canvas,Animal,Sanda Grlić,2012-01-01.000,0,7.9  H x  11.8  W x  0.8  in,Serbia,$560.00,(9)
Watercolor,"Wroclaw, Evening at Popowice",Prints,2,14,Paper,Landscape,Pawel Gladkow,2016-01-01.000,0,11.8  H x  15.7  W x  0.1  in,Poland,$500.00,(29)
"Acrylic, Ink, Tempera",Me and Myself,,1,78,Paper,Women,Francoise Coise,2017-01-01.000,1,28  H x  20  W x  0.2  in,Greece,$610.00,(15)
"Acrylic, Ink, airbrush paint",Wandering Through a Darker Discovery,Prints,13,80,Canvas,Landscape,Melissa Perhamus,2016-01-01.000,2,16  H x  20  W x  0.8  in,United States,$560.00,(43)
"Acrylic, Paint",Structure II,Prints,2,10,"Canvas, Wood",Abstract,Ira Hoffecker,2016-01-01.000,0,36  H x  36  W x  2  in,Canada,$4350.00,(9)
Acrylic,Fragile Is My Heart,,28,33,Wood,Floral,Blenda Tyvoll Studio,2017-01-01.000,1,11  H x  14  W x  1.5  in,United States,$395.00,(18)
"Acrylic, Oil",She,Prints,0,61,Paper,Women,Sebastian Tatlin,2015-01-10.000,1,23.6  H x  16.5  W x  0  in,Russia,$160.00,(3)
Oil,Lovers,Prints,4,77,"Canvas, Other",Fantasy,Marina Berg,2015-01-01.000,0,30  H x  34  W x  2  in,United Kingdom,$1060.00,(26)
Acrylic,Roma - Delft,Prints,1,243,Wood,Classical mythology,roberta moroni,2016-01-01.000,1,31.5  H x  31.5  W x  0.4  in,Netherlands,$2750.00,(2)
Oil,Sunrise Sails #3,Prints,1,131,Canvas,Seascape,james dunbar,2014-12-10.000,3,30  H x  50  W x  1.5  in,United States,$790.00,(11)
Acrylic,Vanishing Act,,0,12,Glass,Abstract,ILike Art Atelier,2017-01-01.000,0,13  H x  16  W x  1  in,United States,$430.00,(9)
Oil,Sacred and Profane PEZ,,0,310,Wood,Popular culture,Kent Christensen,2008-01-01.000,0,8  H x  16  W x  4  in,United States,$4050.00,(3)
Oil,Portrait #8,,6,55,"Canvas, Cardboard",Portrait,Jude Clafferty,2015-11-19.000,0,24.5  H x  18  W x  0.5  in,Ireland,$855.00,(3)
Oil,Children,,1,26,Cardboard,Landscape,Oleg Konin,1983-01-01.000,1,19.7  H x  27.6  W x  0.1  in,Lithuania,$1030.00,(6)
Acrylic,Woman with the Flute,,0,16,Canvas,People,Hana Agić,2016-01-01.000,0,19.7  H x  15.7  W x  0.4  in,Bosnia and Herzegovina,$360.00,(5)
Acrylic,Michigan Lighthouse,Prints,0,95,Canvas,Landscape,Patricia Arnold,2015-04-01.000,2,8  H x  10  W x  1  in,,$135.00,(6)
Acrylic,KOLKATA CITY SCAPE,,0,68,Canvas,Travel,ARPAN BHOWMIK,2016-01-01.000,0,12  H x  12  W x  0.1  in,India,$880.00,(9)
Oil,Sunset Rest - Drama at Sea,Prints,15,268,Canvas,Seascape,Belinda Low,2013-01-01.000,0,20  H x  16  W x  0.5  in,Singapore,$2190.00,(103)
Oil,GMAM GARRET 4079 ROVOS STEAM TRAIN,Prints,3,1107,Canvas,Train,saatchiart com bitter FRANS BOTHA,2014-01-01.000,0,24  H x  36  W x  0.3  in,South Africa,$2750.00,(33)
Acrylic,Red Hair Nude,Prints,0,61,Canvas,Nude,Milan Bobek,2004-01-01.000,0,25.6  H x  17.7  W x  2  in,Czech Republic,$690.00,(13)
Oil,Networks,,2,51,Canvas,Popular culture,Matthew Couper,2016-01-01.000,0,20  H x  35  W x  2  in,United States,$3040.00,(18)
Oil,Tim's Dahlias,Prints,3,30,Canvas,Floral,De Selby,2017-01-01.000,0,18  H x  14  W x  1.3  in,United States,$560.00,(17)
"Acrylic, Pencil, Wood","TAROTS, TEMPERANCE",,57,134,Wood,Fantasy,Carlo Salomoni,2017-01-01.000,4,11.4  H x  7.5  W x  0.7  in,Italy,$405.00,(64)
"Oil, carbon","""Looking at You"" (series)",,95,216,Paper,People,Sylvia Batycka,2016-01-01.000,6,9.1  H x  12.2  W x  0  in,United Kingdom,$270.00,(24)
Acrylic,Sun of a Birch,Prints,0,61,Canvas,Tree,Kas LaRue,2014-01-01.000,0,16  H x  20  W x  0.5  in,United States,$5410.00,(3)
colored pencil,Heron's sunrise,,5,663,Paper,Animal,Gusław de Crayons,2014-12-21.000,4,16.5  H x  23.4  W x  0.1  in,Poland,$510.00,(9)
Acrylic,Maui girls,Prints,17,150,Canvas,Beach,Valerie Lariviere,2016-01-01.000,0,24  H x  36  W x  0.8  in,Canada,$1280.00,(24)
Oil,'FLOWERS IN VALLEY',,189,50,Canvas,Floral,Eva Czarniecka,2017-01-01.000,2,27.6  H x  27.6  W x  1.2  in,United Kingdom,$990.00,(79)
"Acrylic, Graphite, Chalk",Those Blessed Moments Come,Prints,1,33,Paper,Abstract,Christina Cobb,2017-01-01.000,0,22  H x  30  W x  0.2  in,United States,$820.00,(39)
"Acrylic, Paint, Paper",The Albany - Dissertation Breakdown,,1,15,Wood,Portrait,Alisha Hutchinson,2016-01-01.000,1,41  H x  22  W x  0.5  in,United Kingdom,$540.00,(7)
